pmcid,journal,year,title,has_xml,fetch_ok
PMC10529088,Cell Reports,2023,Lung injury induces a polarized immune response by self-antigen-specific CD4&lt;sup&gt;+&lt;/sup&gt; Foxp3&lt;sup&gt;+&lt;/sup&gt; regulatory T cells.,True,True
PMC10530446,Cell Reports,2023,Force-induced motions of the PIEZO1 blade probed with fluorimetry.,False,False
PMC10528326,Cell Reports,2023,Poly(GR) interacts with key stress granule factors promoting its assembly into cytoplasmic inclusions.,False,False
PMC10652867,Cell Reports,2023,MEF2A suppresses stress responses that trigger DDX41-dependent IFN production.,False,False
PMC10428076,Cell Reports,2023,Activation of GPR44 decreases severity of myeloid leukemia via specific targeting of leukemia initiating stem cells.,True,True
PMC11849431,Cell Reports,2023,Disruption of neuronal RHEB signaling impairs oligodendrocyte differentiation and myelination through mTORC1-DLK1 axis.,True,True
PMC10407766,Cell Reports,2023,SMYD3 represses tumor-intrinsic interferon response in HPV-negative squamous cell carcinoma of the head and neck.,True,True
PMC10441531,Cell Reports,2023,Proximity-dependent recruitment of Polycomb repressive complexes by the lncRNA Airn.,True,True
PMC10530397,Cell Reports,2023,Systematic analysis of the impact of phosphorylation and O-GlcNAcylation on protein subcellular localization.,False,False
PMC10529362,Cell Reports,2023,ATR protects ongoing and newly assembled DNA replication forks through distinct mechanisms.,True,True
PMC10528932,Cell Reports,2023,Multimodal profiling of term human decidua demonstrates immune adaptations with pregravid obesity.,True,True
PMC10529385,Cell Reports,2023,Stromal-induced epithelial-mesenchymal transition induces targetable drug resistance in acute lymphoblastic leukemia.,False,False
PMC10529509,Cell Reports,2023,Activation of autophagy depends on Atg1/Ulk1-mediated phosphorylation and inhibition of the Hsp90 chaperone machinery.,False,False
PMC10442639,Cell Reports,2023,Numerical discrimination in Drosophila melanogaster.,True,True
PMC10440158,Cell Reports,2023,Muscle-building supplement β-hydroxy β-methylbutyrate binds to PPARα to improve hippocampal functions in mice.,True,True
PMC10529671,Cell Reports,2023,Excess glutamate release triggers subunit-specific homeostatic receptor scaling.,True,True
PMC10528218,Cell Reports,2023,Macrophages drive KSHV B cell latency.,True,True
PMC10529180,Cell Reports,2023,A circuit from the locus coeruleus to the anterior cingulate cortex modulates offspring interactions in mice.,True,True
PMC10491024,Cell Reports,2023,HIV-1 neutralizing antibodies elicited in humans by a prefusion-stabilized envelope trimer form a reproducible class targeting fusion peptide.,False,False
PMC10449584,Cell Reports,2023,Evidence for a clathrin-independent endocytic pathway for APP internalization in the neuronal somatodendritic compartment.,True,True
PMC10529190,Cell Reports,2023,Tracking B cell responses to the SARS-CoV-2 mRNA-1273 vaccine.,True,True
PMC10530196,Cell Reports,2023,Multi-transcriptomics reveals brain cellular responses to peripheral infection in Alzheimer's disease model mice.,True,True
PMC10528745,Cell Reports,2023,SREBP-1 upregulates lipophagy to maintain cholesterol homeostasis in brain tumor cells.,False,False
PMC10528384,Cell Reports,2023,Improved HIV-1 neutralization breadth and potency of V2-apex antibodies by in silico design.,True,True
PMC10529229,Cell Reports,2023,Different chromatin-scanning modes lead to targeting of compacted chromatin by pioneer factors FOXA1 and SOX2.,True,True
PMC10440735,Cell Reports,2023,Cyclin E/CDK2 and feedback from soluble histone protein regulate the S phase burst of histone biosynthesis.,True,True
PMC10566302,Cell Reports,2023,Early developmental deletion of forebrain Ank2 causes seizure-related phenotypes by reshaping the synaptic proteome.,False,False
PMC10391630,Cell Reports,2023,High-fat-diet-associated intestinal microbiota exacerbates psoriasis-like inflammation by enhancing systemic γδ T cell IL-17 production.,True,True
PMC10422956,Cell Reports,2023,Cortical regulation of neurogenesis and cell proliferation in the ventral subventricular zone.,True,True
PMC10404157,Cell Reports,2023,Mixed IgG Fc immune complexes exhibit blended binding profiles and refine FcR affinity estimates.,True,True
PMC10530642,Cell Reports,2023,Distinct ventral stream and prefrontal cortex representational dynamics during sustained conscious visual perception.,True,True
PMC10434722,Cell Reports,2023,Molecular basis of the final step of cell division in Streptococcus pneumoniae.,False,False
PMC10691306,Cell Reports,2023,ADAR1 Zα domain P195A mutation activates the MDA5-dependent RNA-sensing signaling pathway in brain without decreasing overall RNA editing.,True,True
PMC10530445,Cell Reports,2023,The rich non-coding RNA landscape of the Drosophila antenna.,False,False
PMC10491412,Cell Reports,2023,Enhanced bypass of PD-L1 translation reduces the therapeutic response to mTOR kinase inhibitors.,False,False
PMC10529640,Cell Reports,2023,Transcriptional metabolic reprogramming implements meiotic fate decision in mouse testicular germ cells.,False,False
PMC10448358,Cell Reports,2023,Tumor-specific CD4 T cells instruct monocyte fate in pancreatic ductal adenocarcinoma.,True,True
PMC10391629,Cell Reports,2023,FOXA2 controls the anti-oxidant response in FH-deficient cells.,True,True
PMC10530208,Cell Reports,2023,Microbiota-produced indole metabolites disrupt mitochondrial function and inhibit Cryptosporidium parvum growth.,True,True
PMC10588767,Cell Reports,2023,Global and tissue-specific aging effects on murine proteomes.,True,True
PMC7617468,Cell Reports,2023,Senescence-induced cellular reprogramming drives cnidarian whole-body regeneration.,True,True
PMC10530051,Cell Reports,2023,Dissecting the spermatogonial stem cell niche using spatial transcriptomics.,True,True
PMC7614924,Cell Reports,2023,Super-resolution imaging unveils the self-replication of tau aggregates upon seeding.,True,True
PMC10530456,Cell Reports,2023,Autism-linked UBE3A gain-of-function mutation causes interneuron and behavioral phenotypes when inherited maternally or paternally in mice.,False,False
PMC10461597,Cell Reports,2023,Early chromosome condensation by XIST builds A-repeat RNA density that facilitates gene silencing.,True,True
PMC10528056,Cell Reports,2023,Laminar mechanisms of saccadic suppression in primate visual cortex.,True,True
PMC10529453,Cell Reports,2023,Structures of 9-1-1 DNA checkpoint clamp loading at gaps from start to finish and ramification on biology.,False,False
PMC10933773,Cell Reports,2023,Phosphorylation by ATR triggers FANCD2 chromatin loading and activates the Fanconi anemia pathway.,True,True
PMC10468621,Cell Reports,2023,Cytotoxicity of human antibodies targeting the circumsporozoite protein is amplified by 3D substrate and correlates with protection.,True,True
PMC10439980,Cell Reports,2023,Proteins rather than mRNAs regulate nucleation and persistence of Oskar germ granules in Drosophila.,True,True
PMC10391628,Cell Reports,2023,Dietary restriction mitigates the age-associated decline in mouse B cell receptor repertoire diversity.,True,True
PMC10687207,Cell Reports,2023,"T-type Ca<sup>2+</sup> and persistent Na<sup>+</sup> currents synergistically elevate ventral, not dorsal, entorhinal cortical stellate cell excitability.",True,True
PMC10528479,Cell Reports,2023,Single-cell profiling of Arabidopsis leaves to Pseudomonas syringae infection.,False,False
PMC10445595,Cell Reports,2023,PTK7 is a positive allosteric modulator of GPR133 signaling in glioblastoma.,True,True
PMC10391632,Cell Reports,2023,Understanding heterogeneity of human bone marrow plasma cell maturation and survival pathways by single-cell analyses.,True,True
PMC10592526,Cell Reports,2023,ETV2 primes hematoendothelial gene enhancers prior to hematoendothelial fate commitment.,False,False
PMC10614219,Cell Reports,2023,Pancreatic islet protection at the expense of secretory function involves serine-linked mitochondrial one-carbon metabolism.,True,True
PMC10391631,Cell Reports,2023,Spatial consistency of cell growth direction during organ morphogenesis requires CELLULOSE SYNTHASE INTERACTIVE1.,True,True
PMC10529500,Cell Reports,2023,Organized B cell sites in cartilaginous fishes reveal the evolutionary foundation of germinal centers.,True,True
PMC10468874,Cell Reports,2023,Chronic alcohol exposure alters action control via hyperactive premotor corticostriatal activity.,False,False
PMC10592482,Cell Reports,2023,Experience alters hippocampal and cortical network communication via a KIBRA-dependent mechanism.,False,False
PMC10592493,Cell Reports,2023,Human cells experience a Zn<sup>2+</sup> pulse in early G1.,False,False
PMC10592499,Cell Reports,2023,Polysialylation controls immune function of myeloid cells in murine model of pneumococcal pneumonia.,False,False
PMC10320830,Cell Reports,2023,A structural blueprint for interleukin-21 signal modulation.,True,True
PMC10592454,Cell Reports,2023,Compromised nonsense-mediated RNA decay results in truncated RNA-binding protein production upon DUX4 expression.,False,False
PMC10592487,Cell Reports,2023,Loss of PBAF promotes expansion and effector differentiation of CD8<sup>+</sup> T cells during chronic viral infection and cancer.,False,False
PMC10765379,Cell Reports,2023,Dynamic interplay between IL-1 and WNT pathways in regulating dermal adipocyte lineage cells during skin development and wound regeneration.,True,True
PMC10592455,Cell Reports,2023,Identification of aryl hydrocarbon receptor as a barrier to HIV-1 infection and outgrowth in CD4<sup>+</sup> T cells.,False,False
PMC10895648,Cell Reports,2023,Breast cancer cell mesenchymal transition and metastasis directed by DAP5/eIF3d-mediated selective mRNA translation.,True,True
PMC10592355,Cell Reports,2023,"Nuclear translocation of an aminoacyl-tRNA synthetase may mediate a chronic ""integrated stress response"".",True,True
PMC10592489,Cell Reports,2023,Branched-chain keto acids inhibit mitochondrial pyruvate carrier and suppress gluconeogenesis in hepatocytes.,False,False
PMC10592464,Cell Reports,2023,VIP interneuron impairment promotes in vivo circuit dysfunction and autism-related behaviors in Dravet syndrome.,True,True
PMC10592234,Cell Reports,2023,"Multiscale model of primary motor cortex circuits predicts in vivo cell-type-specific, behavioral state-dependent dynamics.",True,True
PMC10592444,Cell Reports,2023,High-resolution structural-omics of human liver enzymes.,False,False
PMC10592478,Cell Reports,2023,Dnmt3bas coordinates transcriptional induction and alternative exon inclusion to promote catalytically active Dnmt3b expression.,True,True
PMC10592470,Cell Reports,2023,Pancreatic islet protection at the expense of secretory function involves serine-linked mitochondrial one-carbon metabolism.,True,True
PMC10592460,Cell Reports,2023,The Sar1 GTPase is dispensable for COPII-dependent cargo export from the ER.,True,True
PMC10592453,Cell Reports,2023,A single-cell level comparison of human inner ear organoids with the human cochlea and vestibular organs.,True,True
PMC10592466,Cell Reports,2023,Intravenous heterologous prime-boost vaccination activates innate and adaptive immunity to promote tumor regression.,True,True
PMC10592511,Cell Reports,2023,Lateral septum as a melanocortin downstream site in obesity development.,True,True
PMC10569210,Cell Reports,2023,TCAB1 prevents nucleolar accumulation of the telomerase RNA to facilitate telomerase assembly.,True,True
PMC10592450,Cell Reports,2023,Scanning mutagenesis of the voltage-gated sodium channel Na<sub>V</sub>1.2 using base editing.,True,True
PMC10592472,Cell Reports,2023,Distinct bidirectional regulation of LFA1 and α4β7 by Rap1 and integrin adaptors in T cells under shear flow.,False,False
PMC10592471,Cell Reports,2023,5-Azacytidine- and retinoic-acid-induced reprogramming of DCCs into dormancy suppresses metastasis via restored TGF-β-SMAD4 signaling.,False,False
